,User,Date Created,Language,Number of Likes,Source of Tweet,Tweet
324,booksanescape,2020-05-27 03:18:06+00:00,en,4,Twitter for Android,@clairecmc Planning a #twitterblackout Starting Friday to the following Monday! #LetsDoThis
325,ResisterDude,2020-05-27 03:16:31+00:00,en,56,Twitter for iPhone,"In addition to #TwitterBlackout, How about we ask @jack to suspend @realDonaldTrump’s twitter account for 24 hours when the number of COVID19 deaths under his watch hits 100,000?"
326,AGenieSaysWhat,2020-05-27 03:14:24+00:00,en,1,Twitter for iPad,"@CuomoPrimeTime @ChrisCuomo Join us in a #TwitterBlackout as we log off this Friday at 11:59 pm. If Twitter won’t #TakeTrumpOffTwitter, we are removing ourselves from a social platform that willingly tolerates hateful tweets, racism, lies and speech that encourages division and dangerous ideals."
327,AGenieSaysWhat,2020-05-27 03:09:15+00:00,en,1,Twitter for iPad,"@WhenWillItEnd99 @SethAbramson @szimmet @jack @realDonaldTrump Join us in a #TwitterBlackout as we log off this Friday at 11:59 pm. If Twitter won’t #TakeTrumpOffTwitter, we are removing ourselves from a social platform  that willingly tolerates hateful tweets, racism, lies and speech that encourages division and violence."
328,KatWoman523,2020-05-27 03:09:12+00:00,en,0,Twitter for iPhone,@David_Leavitt @realDonaldTrump #twitterblackout supposed to be this weekend
329,DangerBonesA,2020-05-27 03:08:24+00:00,en,1,Twitter for iPhone,#twitterblackout #TakeTrumpOffTwitter RT and share w your friends.
330,AnnSchurman,2020-05-27 03:07:35+00:00,en,0,Twitter Web App,"@ResisterDude I actually think Thursday 11:59 is stronger #TwitterBlackout
as Friday is a day of action by Trump especially - Friday night shockeroos. Etc. Saturday is quiet on Twitter as ppl do stuff outside more. What do you think?"
331,DangerBonesA,2020-05-27 03:06:27+00:00,en,1,Twitter for iPhone,@ResisterDude Fuck yeah!!! #RESISTANCE #twitterblackout
332,Menocu12,2020-05-27 03:01:44+00:00,en,30,Twitter Web App,Care to do a #TwitterBlackout This Friday at11:59 PM
333,KensWife1985,2020-05-27 03:01:43+00:00,en,2,Twitter for iPhone,"@ResisterDude I’m in too! Just let us know when for sure. We’ll all retweet and get the word out.
#TwitterBlackout
#BanTrumpFromTwitter"
334,SysArch,2020-05-27 02:49:48+00:00,en,0,Twitter for Android,"“Join us in a #TwitterBlackout as we log off this Friday at 11:59 pm. If Twitter won’t #TakeTrumpOffTwitter, we are removing ourselves from a social platform  that willingly tolerates hateful tweets, racism, lies and speech that encourages division and violence.”"
335,ChildPleez007,2020-05-27 02:47:12+00:00,en,1,Twitter for Android,I'm game. Let's go...#twitterblackout
336,KatWoman523,2020-05-27 02:46:16+00:00,en,0,Twitter for iPhone,@JanetMamajo4 @ResisterDude Someone else suggested #twitterblackout
337,DebraToTheLeft,2020-05-27 02:46:02+00:00,en,1,Twitter for iPad,Here’s a great idea! Who’s with us for a #TwitterBlackout to protest tr*mp’s misuse of our social media platform?
338,cursinggourmet,2020-05-27 02:43:23+00:00,en,15,Twitter for iPhone,"#TwitterBlackout this weekend?

I’ve become quite addicted, but if it’s for a cause, I could stay away 👍"
339,AGenieSaysWhat,2020-05-27 02:42:21+00:00,en,1,Twitter for iPhone,"Join us in a #TwitterBlackout as we log off this Friday at 11:59 pm. If Twitter won’t #TakeTrumpOffTwitter, we are removing ourselves from a social platform  that willingly tolerates hateful tweets, racism, lies and speech that encourages division and violence. Please #retweet."
340,queeniema52,2020-05-27 02:42:07+00:00,en,214,Twitter for Android,"“Join us in a #TwitterBlackout as we log off this Friday at 11:59 pm. If Twitter won’t #TakeTrumpOffTwitter, we are removing ourselves from a social platform  that willingly tolerates hateful tweets, racism, lies and speech that encourages division and violence.” #Resistance"
341,ResisterDude,2020-05-27 02:39:43+00:00,en,77,Twitter for iPhone,"“Join us in a #TwitterBlackout as we log off this Friday at 11:59 pm. If Twitter won’t #TakeTrumpOffTwitter, we are removing ourselves from a social platform  that willingly tolerates hateful tweets, racism, lies and speech that encourages division and violence.”"
342,AGenieSaysWhat,2020-05-27 02:33:50+00:00,en,21,Twitter for iPhone,"@ResisterDude @levine_debra Something like “Join us in a #TwitterBlackout as we log off this Friday at 11:59 pm. If Twitter won’t #TakeTrumpOffTwitter, we are removing ourselves from a social platform  that willingly tolerates hateful tweets, racism, lies and speech that encourages division and violence.”"
343,MicheleLee1664,2020-05-27 00:55:26+00:00,en,0,Twitter for Android,@ResisterDude I'm down.  Pick days and we'll retweet the hell out of it #twitterblackout
344,cobe116,2020-05-27 00:54:14+00:00,en,0,Twitter for iPhone,@ResisterDude I’m in.  No Twitter this weekend. #twitterblackout
345,CMRN1969,2020-05-26 23:54:54+00:00,en,5,Twitter for iPhone,@ResisterDude I’m fine with it!  Let us know when! #twitterblackout
346,cuckoopeetrump,2020-05-26 23:42:32+00:00,en,2,Twitter for Android,@ResisterDude Lets do it! #twitterblackout
347,GreenWichita,2020-05-26 23:38:18+00:00,en,2,Twitter for iPhone,@ResisterDude I’m in for a #twitterblackout! Tell me when.
348,duchessofearl1,2020-05-26 23:28:00+00:00,en,3,Twitter Web App,"@ResisterDude Let me know when.

#twitterblackout...?"
349,Jcafiero3,2020-05-26 23:26:29+00:00,en,2,Twitter for Android,@co_rapunzel4 AMEN.  RT'd  and followed.  #twitterblackout
350,ResisterDude,2020-05-26 22:52:29+00:00,en,4,Twitter for iPhone,@BlueJayKay5 The #twitterblackout has nothing to do with the orange bastard. It’s a protest against jack not doing shit about trump using his social media platform to spread bullshit conspiracy theories with no consequences.
351,CallMeKat63,2020-05-26 22:47:20+00:00,en,2,Twitter for iPhone,"I’m in! 
#Twitterstrike #TakeTrumpOffTwitter #twitterblackout"
352,thetweetofnoone,2020-05-26 22:45:53+00:00,en,0,Twitter for Android,How? Set a date and RT like crazy ppl #twitterblackout
353,JARosenberg12,2020-05-26 22:17:30+00:00,en,59,Twitter for Android,@ResisterDude Tell me when and I will be there. #twitterblackout
354,FabiolaWazer,2020-05-26 19:20:19+00:00,en,0,Twitter for iPhone,"@HKrassenstein One day without twitter
#twitterblackout"
355,FabiolaWazer,2020-05-26 19:19:34+00:00,en,0,Twitter for iPhone,@B52Malmet @Twitter One day without twitter #twitterblackout
356,FabiolaWazer,2020-05-26 19:18:31+00:00,en,0,Twitter for iPhone,@taradublinrocks @jack One day without twitter #twitterblackout
357,TreyAllah,2020-05-26 19:10:28+00:00,en,1,Twitter for Android,"@JoeNBC I'm #dumpingmytwitterstock
#twitterblackout June 1st if they don't remove trumps tweets."
358,FabiolaWazer,2020-05-26 19:09:44+00:00,en,1,Twitter for iPhone,@acnewsitics Why don’t we have a #twitterblackout
359,MelanieDegnan,2020-05-26 18:27:35+00:00,en,0,Twitter Web App,"@ProjectLincoln @realDonaldTrump @jack @Twitter Heads of states should be held to a HIGHER standard than civilians, not a lower standard. Maybe if the slanderous lies aren't removed, we should have a #twitterblackout? @morningmika @JoeNBC Thoughts?"
360,racefanRB,2020-05-26 15:47:28+00:00,en,0,Twitter for iPad,Hey @jack @Twitter - do better. This is not an adequate response.   #twitterblackout
361,LuluElvis,2020-05-26 15:35:18+00:00,en,4,Twitter Web App,"@DonaldJTrumpJr Yes Twitter needs to block the Trumps from Tweeting horrible racist, unfounded information! If they don't there should be a #TwitterBlackout  #TakeTrumpOffTwitter
https://t.co/aMAqBNyV58"
362,liberaladvoc,2020-05-26 15:10:02+00:00,en,0,Twitter for iPhone,@jimsciutto @donie @jack  this is seriously getting not worth it. #twitterblackout
363,maysoonzayid,2020-05-26 14:57:49+00:00,en,4,Twitter Web App,Time for a #TwitterBlackout
364,kismet66,2020-05-26 14:43:07+00:00,en,0,Twitter Web App,"@jack, please #TakeTrumpOffTwitter for constantly violating the terms of use or you'll force us to organize a #TwitterBlackout protest. This family should not have to be put through this anguish because @realDonaldTrump is using them as political fodder. Please make him stop."
365,jimi_mf,2020-05-26 14:04:52+00:00,en,31,Twitter for iPhone,@donie We need a #TwitterBlackout
366,AyanPillai,2020-05-18 09:17:57+00:00,en,0,Twitter for Android,@Twitter throttled in #Pakistan #TwitterBlackout in #Pakistan by Imran Khan Govt.
367,Jen2Win,2020-05-15 12:38:57+00:00,en,0,Twitter for iPhone,Well today is my own personal #TrumpBlackout and #TwitterBlackout. My feed is full of “Trump said” and “#ObamaGate isn’t real”. WE make it real by CONSTANTLY giving it voice. WE do not seem to be able to control ourselves. Have a good day.  #FeelGoodFriday #FridayMotivation
368,ScottFantasy,2020-05-03 00:28:57+00:00,en,2,Twitter for Android,"@michaeljknowles @RealCandaceO Suggesting people open their businesses is against community guidelines now? @Twitter, really? This election interference and targeting the free speech of Republicans and @realDonaldTrump supporters must stop or there will be consequences! #TwitterBlackOut"
369,KashyapApratim,2020-04-28 23:02:41+00:00,en,0,Twitter for Android,"#TwitterDown #TechnicalError #Twitter #Blackout #TwitterBlackout
#WednesdayMorning 0431hours
@Twitter #Error https://t.co/0kTE6uOuTz"
370,CrowVoice,2020-04-21 03:30:42+00:00,en,1,Twitter for iPhone,"We need #TwitterBlackout day where we all stay off @Twitter until #realDonaldTrump’s account is removed for his countless violations of Twitter policies. His illegal calls for insurrection, his calls for racist violence, his lies that lead to death. How about #May15? #TrumpVirus"
371,DrDecRyan,2020-03-22 06:52:13+00:00,en,0,Twitter for iPhone,Still didn’t work...I’m out of here #TwitterBlackout
372,WilburnZac,2020-03-10 15:03:04+00:00,en,0,Twitter Web App,@MariaGiannuzz12 @eyemsimone please post your photos and document their efforts to silence bernie supporters. this is exactly what they tried in 2016 #breakingnews #twittercensoring #twitterblackout #BernieSurge Pass it on https://t.co/P8hyQACAS1
373,WilburnZac,2020-03-10 15:00:10+00:00,en,0,Twitter Web App,"@eyemsimone @TwitterSupport same thing happened for me. twitter did similar things in 2016 to stop #BernieSurge . This is a concerted effort to silence the populous candidate that wants to make a fair and open society. #twittercensoring #twitterblackout 
PASS IT ON #DemocraticPrimary https://t.co/W0MnMls5xP"
374,danegolf1960,2020-03-07 23:59:38+00:00,en,0,Twitter Web App,#twitterblackout Enjoy game all #gohabsgo 🍻👍😉
375,heatherfox1994,2020-03-05 19:55:07+00:00,en,2,Twitter for Android,"I shall say this now - after Tuesday 10th, I will be without internet for 6 days. I hope you can all prepare yourselves during this uncertain time 🦊 #TwitterBlackout"
376,somethinglikelu,2020-03-03 19:25:58+00:00,en,0,Twitter for Android,Wtf @Twitter ?! Really?! #TwitterBlackOut ? So let the people who are in fact telling lies all over the news but when someone speaks out about it you censor them?! Wth!
377,danegolf1960,2020-02-08 23:13:18+00:00,en,1,Twitter Web App,@CanadiensMTL @McDoCanada #1stHabsGoal Domi 🍻👍😉 🚨🎉🎉🎉🎉🎉🎉🎉 #twitterblackout #dvr enjoy all! #GoHabsGo
378,NasyahLoves,2020-02-07 22:18:21+00:00,en,2,Twitter for iPhone,I survived the #TwitterBlackout 07/02/2020
379,digitalxroads,2020-02-07 22:03:36+00:00,en,1,Twitter for Android,"A #twitterblackout hit us mid-panel, so not a full live tweet, but thank you SO MUCH to all the panelists Andrea Kokonis of @SOCANmusic, Keith Rose and @ntheberge12 and moderator @adamtindale 8/8 https://t.co/wodbmjZfpn"
380,newguyreview101,2020-02-06 15:13:11+00:00,en,0,Twitter Web App,#TwitterBlackOut Until I have seen #BirdsOfPrey Friday Afternoon
381,therealbmgccCM,2020-01-20 02:57:58+00:00,en,0,Twitter for iPhone,My response to the Packers will come in 48 hours. #GoPackgo #TwitterBlackout
382,ImSoConfused225,2020-01-06 15:52:44+00:00,en,4,Twitter for Android,"How do we show @jack that the $s aren't worth the lives of Americans &amp; the planet?

We go on a 24 hour Twitter strike.

I'm an amoeba in a HUGE pond, but if we all shut down Twitter for 1 day, sold-out-Jack may think 2x about keeping the tyrant's account up.

#TwitterBlackout
RT"
383,WildRootsStudio,2020-01-05 21:17:57+00:00,en,2,Twitter Web App,"Is it time for a Twitter blackout? A day? A week? We are standing idly by while our madman President* starts a war using this platform. Think about it.

#TwitterBlackout"
384,Phylter52,2019-12-29 04:13:53+00:00,en,0,Twitter Web App,So what is this #TwitterBlackout that prevented Trump from deleting his Tweet that named the whistleblower's name?
385,newguyreview101,2019-12-18 15:43:10+00:00,en,0,Twitter Web App,#TwitterBlackOut I will be going missing until I return from a Galaxy Far Far Away tomorrow night. Hope everybody enjoys the film and nobody gets anything spoiled before hand
386,CaptRajeshwar,2019-10-08 13:27:44+00:00,en,0,Twitter for iPhone,I lost to win. #twitter #twitterblock #twitterblackout #capt
387,garshorace,2019-10-06 17:36:05+00:00,en,1,Twitter for iPhone,I can’t handle the #Yinzers on Twitter during Steelers games. #HereWeGo #TwitterBlackout
388,BuckeyeVote2020,2019-10-02 16:34:12+00:00,en,0,Twitter for iPhone,"@TwitterSupport #SuspendTrump 
For his illegal threats on the Whistleblower.

If you don’t, I call for a #TwitterBlackout starting at midnight tonight.
#TwitterBoycott"
389,Subspecies_X,2019-10-02 10:55:04+00:00,en,0,Twitter for iPad,"Twitter blackouts rolling across globe, hang in there! 
#twitterblackout"
390,joykatl,2019-10-02 03:11:16+00:00,en,0,Twitter Web App,America's collective blood pressure would drop by 30 points if Twitter would just take a break for a few days.  #TwitterBlackOut
391,TeeDotYankee,2019-09-27 21:38:36+00:00,en,0,Twitter for Android,"Let us pray for our #Edmonton friends btw 🌨 🙏 ❄ #TwitterBlackout 

https://t.co/UjaPEtlY77"
392,HobieHukill,2019-09-23 17:52:18+00:00,en,2,Twitter for Android,Is it time to abandon Twitter? #TwitterBlackout
393,mackyson,2019-09-20 17:57:38+00:00,en,0,Twitter for iPhone,"Once again, cant see the replies to Bernies tweets. Being shut out by @twitter. How about you? #twitterblackout #twittershutout"
394,sarel_lee,2019-09-12 14:17:21+00:00,en,0,Twitter for Android,#TwitterBlackout #telkom grand sharp who's to blame for this? Been doing this since morning https://t.co/MC9H653N3U
395,AnaMia30044510,2019-09-05 07:49:08+00:00,en,0,Twitter for iPhone,Anyone else take a tech sabbatical? #imback #proana #newphone #twitterblackout
396,SweeetSpot,2019-08-27 12:15:53+00:00,en,0,Twitter for Android,"No matter what I do, my numbers stay exactly the same. They move around, but never get bigger. #TwitterBlackout   for 24 hrs?"
397,SmitaShares,2019-08-17 12:40:27+00:00,en,0,Twitter for iPhone,@wvjoe911 @politicususa Holy effballs! But @Twitter won’t suspend @realDonaldTrump for INCITING VIOLENCE AGAINST BROWN &amp; BLACK PEOPLE. We need to do a #TwitterBlackOut or something. This is straight EFFERY.
398,BVillalona83,2019-08-01 18:40:56+00:00,en,2,Twitter for iPhone,Lmfao Twitter has Assad trending. 🤔 I wonder why 🤷🏻‍♂️ is it because Saudi Arabia owns a chunk of Twitter. And Tulsi has been calling them out #TulsiGabbard #twitterblackout #tulsi2020
399,ToddSocial,2019-07-28 22:03:21+00:00,en,0,Twitter for Android,@xeni @jack It will take someone or a list of people willing to or actually suing the @POTUS for defamation of character(which is possible under the law)or @Twitter for violating the patriot act or  people not using Twitter so their stock price is affected to stop him. #twitterblackout https://t.co/E9gSBDWQfx
400,psocialbuterfly,2019-07-25 17:25:22+00:00,en,0,Twitter Web App,"Uh oh!  Just got that ""twitter is over capacity"" message.  Last time that happened we had a #TwitterBlackout!"
401,serguht,2019-07-13 04:56:44+00:00,en,0,Twitter Web App,"@Twitter Oh well. I'm sure #itsjustthealgorithm, right?

#TwitterDeathThroes
#SocialMediaSummit
#TwitterBlackout"
402,TyMurphy19,2019-07-11 22:45:31+00:00,en,1,Twitter for Android,"@venneman_herman @h8Wankmaggot45 @Destigmatize We didn't get the memo!
#TwitterBlackout 
https://t.co/jtVZ4z0ebm"
403,WebOfDestiny,2019-07-11 20:42:58+00:00,en,0,Twitter for iPhone,I thought it was just my internet #twitterblackout
404,lyonspride76,2019-07-11 20:37:06+00:00,en,0,IFTTT,"RT Fallout ""Vault-Tec has concluded its experiment and is now analyzing human behavior patterns shown during the outage.

Thank you for participating in this #TwitterDown #TwitterBlackout"""
405,Fallout,2019-07-11 20:34:58+00:00,en,1363,Khoros Publishing App,"Vault-Tec has concluded its experiment and is now analyzing human behavior patterns shown during the outage.

Thank you for participating in this #TwitterDown #TwitterBlackout"
406,NYCElisha,2019-07-11 20:26:28+00:00,en,0,Twitter Web Client,"Never knew reading people's meltdowns would be fun. 
Should happen more often...

I kid. I kid. 😝
#TwitterBlackout"
407,THEOKINGB,2019-07-11 20:20:40+00:00,en,1,Twitter for iPhone,I had to use my own data to go on insta during #TwitterBlackout😭😭😭😭😭😭😢 https://t.co/f1WfDt9bhw
408,b_mad_,2019-07-11 20:18:59+00:00,en,0,Twitter for iPhone,It’s sad. We’ve gotten to a point where people don’t know what we’d be if we did not have social media. #TwitterBlackout
409,psocialbuterfly,2019-07-11 20:17:44+00:00,en,2,Twitter Web App,I was hoping there'd by no ransom demands! #TwitterBlackout
410,MsMcSlothyFace,2019-07-11 20:13:19+00:00,en,6,Twitter for Android,"Me, during the #TwitterBlackout Recording my goodbye messages in case the world was ending https://t.co/qzsPyXIGkT"
411,AshleyTsundu,2019-07-11 20:09:20+00:00,en,11,Twitter for iPhone,Thank God this tweet is still here after #TwitterBlackout
412,Mac_Killinem,2019-07-11 20:06:20+00:00,en,0,Twitter Web Client,I changed my passwords like 3 times thinking my password got hacked because I couldn't sign in. #TwitterBlackout #TwitterDown https://t.co/kgKG20SGad
413,snowleopard87,2019-07-11 20:05:06+00:00,en,6,Twitter for Android,"Did everyone survive #TwitterBlackout?

Can y'all see me?"
414,FourKingAwesome,2019-07-11 20:04:59+00:00,en,0,Twitter Web Client,#TwitterBlackout = the worst kind of blackout.
415,FoxTicious,2019-07-11 20:01:55+00:00,en,5,Twitter for Android,"I'd like to thank everyone who participated in this moment of Twitter silence. 
Thank you.
Proceed with your daily activities.
#TwitterBlackout"
416,OrchestraUKoG,2019-07-11 19:59:35+00:00,en,1,Twitter Web App,"Part #5!
Huntress - Kill 🗡
https://t.co/IGeicPElbO
#kill #huntress #twitterblackout"
417,Jude__ThaDude,2019-07-11 19:55:45+00:00,en,0,Twitter for Android,"#twitterblackout had yall losing y'all minds for a few minutes 💁🏾‍♂️...
unattach/disconnect  yourselves for a minute"
418,PocketCrumble,2019-07-11 19:55:32+00:00,en,1,Twitter Web Client,Thoughts and prayers to anyone compelled to hold a conversation during the #TwitterBlackout.
419,Leightwinst,2019-07-11 19:55:26+00:00,en,1,Twitter for iPhone,I remember the #twitterblackout like it was earlier
420,PocketCrumble,2019-07-11 19:54:38+00:00,en,0,Twitter Web Client,I just assumed i'd dropped too many c-bombs and @Twitter had kicked me off. #TwitterBlackout
421,ProudLibber,2019-07-11 19:52:57+00:00,en,2,Twitter Web Client,Is everyone okay? #TwitterBlackout
422,psocialbuterfly,2019-07-11 19:52:04+00:00,en,0,Twitter Web App,@tonyposnanski Do you think that was a #TwitterBlackout test from the WH?
423,Soylent_Lament,2019-07-11 19:50:14+00:00,en,0,Twitter for iPhone,Alright who pissed off the lizard people? #TwitterBlackout
424,Harkinson,2019-07-11 19:49:30+00:00,en,2,Twitter for iPhone,Did you survive the #Twitterblackout? I almost didn't make it.
425,Leightwinst,2019-07-11 19:46:29+00:00,en,0,Twitter for iPhone,I remember the #twitterblackout like it was earlier
426,Leightwinst,2019-07-11 19:46:27+00:00,en,0,Twitter for iPhone,I remember the #twitterblackout like it was earlier
427,Leightwinst,2019-07-11 19:46:24+00:00,en,0,Twitter for iPhone,I remember the #twitterblackout like it was earlier
428,TeeDotYankee,2019-07-06 23:32:57+00:00,en,0,Twitter for Android,One more fight and then #TwitterBlackout
429,SundayRoyale,2019-06-24 18:38:56+00:00,en,24,Twitter for iPhone,"I don’t understand WHY people feel the need to throw shade at almost every idea to DO something.
This reminds me of the people who were ripping apart the #TwitterBlackout No one needs Debbie Downer to make us feel bad for choosing to do SOMETHING.
#KeepItBloodyMoving PLEASE!"
430,Wise_Words_77,2019-06-16 18:39:23+00:00,en,1,Twitter for Android,"@hollar_ken @wenzitend @Brandykody When the 48hr #twitterblackout occurred one real noticable effect was the lack of interaction &amp; traffic on Trumps tweets. Although not a large time frame, large enough to make a noticeable impact. I would be curious to see what a week long #TrumpBlackout would look like."
431,urihamushigooya,2019-06-14 13:41:54+00:00,en,0,Twitter Web Client,"@TwitterSupport
when I tweeted https://t.co/IQphLP60aQ champain automatically by clicking a button in official site, I get shadow ban.😡 Please fix it as soon as possible !
#TwitterBlackOut"
432,TeeDotYankee,2019-06-09 02:27:23+00:00,en,1,Twitter for Android,Oh my gawd I'm in love with Kumar Rocker 🔥 ⚾ 🔥 #TwitterBlackout
433,CHALI60R,2019-06-08 03:18:49+00:00,en,0,Twitter for iPhone,"Well , Well #FBR #TWITTERBLACKOUT WAS A Dry RUN .... To Send A Message To Big Wigs Who Think Their To big to fail🙄When I KNOW By Experiences.... The Bigger they R The HARDER They FALL.... I Aim #2BContinued .... #RESIST INTELLIGENTLY #ALLDAY"
434,mcp_pol,2019-06-08 02:43:06+00:00,en,1,Twitter for Android,Seeing a lot of this in comments on #Resistance tweets. I wonder if #twitterblackout participants locked their accounts and have forgotten? https://t.co/VMGMkU7zoQ
435,reallordomg,2019-06-06 09:14:02+00:00,en,2,Twitter for Android,"Crazies: OFFENSIVE SPEECH IS VIOLENCE, SO I DON'T WANT TO HEAR/SEE ANYTHING I DON'T LIKE! REEEEE
Me: Isn't offence subjective?
Crazies: THEN BAN EVERYTHING!
@Youtube: Hold my soy milk @gaywonk
@Twitter: Stand back, we got this...

#VoxAdpocalypse #twitterblackout #GetWokeGoBroke"
436,UncleRocky1,2019-06-03 16:19:33+00:00,en,0,Twitter for Android,#twitterblackout Does anybody know if Twitter pre-screens tweets B/c in the last few months I noticed some my tweets aren't there and then they will show up days later. Just wondering seem strange to me.
437,jsull123,2019-06-02 00:36:36+00:00,en,0,Twitter for Android,"@Comey He has the facts Comey, get your affairs in order ! Your going DOWN !!! #Trump2020  #TwitterBlackout"
438,jsull123,2019-06-02 00:28:47+00:00,en,0,Twitter for Android,"@w_terrence Lol, missed you Terrence. And He's BACK !!! Saturday night until Tuesday Morning Spread the Word !!  #TwitterBlackout"
439,jsull123,2019-06-02 00:23:57+00:00,en,1,Twitter for Android,@ExposingLibsBS @alicia45KAG Spread the word !! #TwitterBlackout
440,deenie61,2019-06-01 05:14:45+00:00,en,0,Twitter Web App,"So does anyone think our #TwitterBlackout made an impression?  Did Jack even notice?  Hope so, that was a weird 2 days,  I got a few things done.  And what happened to the little bird at the end that takes you back to the top? Actually had to scroll.🙄🤨🥺😕😟"
441,threadreaderapp,2019-06-01 04:56:34+00:00,en,0,Thread Reader Unroll,"@Kkzahu Hello there is your unroll: Thread by @conspirator0: ""When you're a squad of newly-minted bots with randomized 15-character names, sometimes you can't help being late to the […]"" #TwitterBlackout https://t.co/fE47jZl7z9
Talk to you soon. 🤖"
442,CarrollynAragon,2019-05-31 20:17:15+00:00,en,0,Twitter Web App,@sandy06906 @madgoat61 Go to your privacy setting and uncheck the box. You put this on there yourself I think during the #TwitterBlackOut to show solidarity.
443,gdownz,2019-05-31 19:37:27+00:00,en,5,Twitter for Android,@MrsRabbitResist Truth be told: #Twitter IS FUCKING with ALL of Us! Mainly #TheResistance and @jack knows All about it. This SHIT started happening with the nonsense meeting he had with @realDonaldTrump in the Whitehouse. IT'S BULLSHIT! The #twitterblackout did nothing. 😒
444,yedjhi,2019-05-31 11:00:05+00:00,en,0,Microsoft Power Platform,"RT Adityamohan22: Bye bye twitter 🚶🚶🚶

Will miss u 😢😢

#TwitterBlackout"
445,Adityamohan22,2019-05-31 06:56:41+00:00,en,25,Twitter for Android,"Bye bye twitter 🚶🚶🚶

Will miss u 😢😢

#TwitterBlackout"
446,Dave19Brown83,2019-05-31 03:44:59+00:00,en,0,Twitter for Android,Oh... #TwitterBlackout that just kept happening to me: I type something like normal and unexpectedly exits by itself. Anyone had that problem? Updated the app to fix it.
447,Fadipe16,2019-05-31 02:59:07+00:00,en,0,Twitter for Android,There should be a Twitter president. What do you think #PresidentTrumpo #twitterstorians #TwitterBlackout #TwitterPoll #Twitterpurge
448,chezguyg,2019-05-31 01:56:48+00:00,en,0,Twitter for Android,"Came back from #twitterblackout to find out ""I unfollowed"" people.
How could that be if I DIDN'T CONNECT WITH TWITTER THOSE DAYS @TwitterSafety ????
To my followers: 
I didn't unfollow ANYONE. Please let me know if ""I did""
#Resister 
#VoteBlue2020"
449,BernieMamorbor,2019-05-31 01:18:49+00:00,en,1,Twitter for iPhone,@Traitor_Warrior One of the rest why I did #TwitterBlackout
450,conspirator0,2019-05-30 23:49:53+00:00,en,8,Twitter Web Client,"(previous thread on a few bots that amplified/hijacked the #TwitterBlackout hashtag)
https://t.co/8Zv5ZbeNGU"
451,conspirator0,2019-05-30 23:48:48+00:00,en,10,Twitter Web Client,The 26 accounts (we omitted @LnbHkEYM4KoGEul as a potential false positive) do not appear to be focused on #TwitterBlackout; in their short lives they've retweeted 47 distinct tweets from 30 accounts. Can we expand the set by looking at what other accounts retweeted these tweets? https://t.co/2ChQgzzFt7
452,conspirator0,2019-05-30 23:48:28+00:00,en,16,Twitter Web Client,"Looking more closely at the accounts reveals other similarities. Other than @LnbHkEYM4KoGEul (the only one to boost a #TwitterBlackout tweet before rather than after the event) all are recent creations with Arabic display names, and they all RT'd the same #TwitterBlackout tweet. https://t.co/WtoLD0jSC1"
453,conspirator0,2019-05-30 23:46:43+00:00,en,38,Twitter Web Client,"When you're a squad of newly-minted bots with randomized 15-character names, sometimes you can't help being late to the party. In this case, the party is the #TwitterBlackout, which was over by the time all but one of these 27 accounts retweeted the hashtag.

cc: @ZellaQuixote https://t.co/lfcl2QcqQD"
454,american2084,2019-05-30 15:52:27+00:00,en,1,Twitter Web Client,"@FreakinLibs I was gone for 2 days as part of the #TwitterBlackout, which everyone seemed to have changed their minds about doing.
Mueller finally spoke and it was a bunch of gaslighting, but nobody seems to see it the way I do.
And, President Trumpo wished the Japanese a Happy Memorial Day."
455,Wise_Words_77,2019-05-30 13:28:26+00:00,en,358,Twitter for Android,"#TwitterBlackout #Resistance Participants, during the blackout the only noticable change on Twitter was the amount of activity on @realDonaldTrump 's tweets. Which means the #Resistance is driving Trumps twitter traffic. Please stop replying &amp; retweeting. See pics below https://t.co/50EEozC3uO"
456,Gr3Te4rights,2019-05-30 07:42:26+00:00,en,15,Twitter for Android,"This shout out for my dear friend @DemocratsCare, she also participated in the #Blackout #TwitterBlackout Let's show her some love, please follow her! 💙🙏💙 https://t.co/AtnCy6vS0H"
457,EveMue,2019-05-30 05:23:43+00:00,en,1,Twitter for iPhone,"@PreetBharara @bryanbehar @LindseyGrahamSC Preet, have you noticed we have to preface every tweet with “if this is true”? What is this world coming to?

I did the #twitterblackout for two days. Not sure why I came back."
458,itsgotimebro,2019-05-30 05:13:10+00:00,en,0,Twitter for iPhone,#Parler See you on #Parler suckers! @RealCandaceO @stclairashley @SebGorka @Breeze_CA #TwitterBlackout
459,JasonHowery,2019-05-30 03:53:42+00:00,en,1,Twitter for Android,"So, during my  #TwitterBlackout I learned that our POWs Dont like Presidents with bonespurs....how odd."
460,joy4lly2u,2019-05-30 03:22:21+00:00,en,0,Twitter Web App,"@Ironhorse76 I participated and used #TwitterBlackout and just signed back on now. How well did we do? Anyone know how and if it affected twitter $$? 
#ImpeachmentInquiryNow #TrumpMustResign"
461,sunrainsunrain,2019-05-30 02:42:08+00:00,en,6,Twitter for iPhone,#Twitterblackout served no real purpose but was nice to not see that insufferable fat kidneyed halfwit pretender of a President tweeting like a mad Harpy all day. #TrumpMustResign
462,AmeliaHouchins,2019-05-30 01:57:55+00:00,en,18,Twitter for Android,"Here's what I did during the #TwitterBlackout
1. Actually went to the gym 2 days in a row. (First time in years)
2. Caught up with my best friend who I've  been neglecting. 
3. Watched 2 seasons of Lucifer. 
Maybe I should take a day off more often. 
What did you do?"
