,User,Date Created,Language,Number of Likes,Source of Tweet,Tweet
8080,FinlandInc,2012-01-29 11:59:01+00:00,en,0,TweetDeck,"Say no to censorship, @twitter. #twitterblackout ""The first condition of progress is the removal of censorship."" -George Bernard Shaw"
8081,Soundcha0sdebuG,2012-01-29 11:55:11+00:00,en,0,Twitter Web Client,"There has never been a better time for a #twitter Alternative to Shine
Someone show me where to switch! #TwitterBlackout #InternetCensorship"
8082,madamding,2012-01-29 11:52:31+00:00,en,0,Twitter Web Client,@himupnorth I didn't know about it until you just tweeted #twitterblackout
8083,abbjaye,2012-01-29 11:51:00+00:00,en,0,Twitter for Android,#twitterblackout was so hard
8084,DaneTruscott,2012-01-29 11:49:55+00:00,en,0,Twitter for iPhone,I have not tweeting in over 24hours until now #TwitterBlackout
8085,foreverpemba,2012-01-29 11:47:25+00:00,en,0,TweetDeck,"#TwitterBlackout: ""If Twitter censorship, I stop tweeting"" http://t.co/onmVHtYw #SeCensurarParoDeUsar."
8086,brizinorth,2012-01-29 11:46:33+00:00,en,0,TweetDeck,Not ignoring you twitter. A little distracted by #twitterblackout yesterday & more serious issues. Normal service will resume at some point.
8087,higginbomb,2012-01-29 11:46:18+00:00,en,0,Twitter for iPhone,Interested to see data on whether there were fewer tweets than normal yesterday. #twitterblackout
8088,mjmmanoj,2012-01-29 11:45:08+00:00,en,0,Hootsuite,I am joining the #TwitterBlackout campaign. I WILL NOT TWEET for 24 hrs #TwitterCensored
8089,OccupantsUnited,2012-01-29 11:44:45+00:00,en,0,Twitter Web Client,About #twitterblackout :Twitter is Unstoppable http://t.co/NqpeWZ6a via @jvantill #OWS #occupy
8090,ImaRoxtaar,2012-01-29 11:44:42+00:00,en,0,Twitter Web Client,Glad the stupid #twitterblackout is over. It has shown me how difficult it is to live without tweeting...
8091,RawanAbdulkarim,2012-01-29 11:44:32+00:00,en,0,Twitter Web Client,#TwitterBlackout #TwitterCenored So how was it? Any response?
8092,evelyn_hurts,2012-01-29 11:42:37+00:00,en,0,Mobile Web,"So, I managed to stay off Twitter for a day. Was it helpful? #TwitterBlackout"
8093,NonaDAbove,2012-01-29 11:42:12+00:00,en,0,Twitter Web Client,.@johnboehner 447 days since the Republican takeover of Congress - Where are the JOBS??? #WhereAreTheJobs #p2 #tlot #twitterblackout
8094,_ian_w_,2012-01-29 11:42:08+00:00,en,0,Twitter for Android,Glad the #TwitterBlackOut is over. I got fed up replying to my mrs in 140 characters or less  to feed my addiction
8095,jennjiy,2012-01-29 11:41:39+00:00,en,0,Twitter Web Client,"So, now that the #TwitterBlackout is over I can finally tweet again :D"
8096,RaniDababneh,2012-01-29 11:37:10+00:00,en,0,Twitter Web Client,"To all drama queens: Relax, Twitter's New Censorship Policy Is Good for Activists http://t.co/0rdPeOyO #TwitterCensored #TwitterBlackout"
8097,caseyjohnellis,2012-01-29 11:35:41+00:00,en,0,Echofon,so who's participating in the #TwitterBlackout? oh... that won't work very well will it...
8098,Dodorobby,2012-01-29 11:34:58+00:00,en,0,m.tweete.net,timeline full with #twitterblackout
8099,littlelilypadco,2012-01-29 11:30:18+00:00,en,0,Twitter for BlackBerry®,"Due to unintentional #twitterblackout yesterday, am getting my twitter fix this morning!!"
8100,Iraqesque,2012-01-29 11:28:49+00:00,en,0,Twitter Web Client,#TwitterBlackout is over! S/O TO PEOPLE WHO DIDN'T USE TWEET/RETWEET ALL DAY! AND WELCOME NEW FOLLOWERS. Happy Sunday & no to censorship.
8101,lisasecretsmile,2012-01-29 11:28:15+00:00,en,0,TweetDeck,"RT @tjz1100 So, #TwitterBlackout , how'd it work out?&lt;&lt;ssshhhhh!!! They're still sleeping...zzzz"
8102,Shaun_Povall,2012-01-29 11:28:09+00:00,en,0,Twitter SMS,"#twitterblackout is over. Long day of no tweeting, but got to support a cause one way or another!"
8103,AVASradiance,2012-01-29 11:25:03+00:00,en,0,Twitter Web Client,24 hours w/o tweeting sure was hard. Hope the #twitterblackout was effective.
8104,tjz1100,2012-01-29 11:24:14+00:00,en,0,Twitter for iPad,"So, #TwitterBlackout , how'd it work out?"
8105,JosFarah,2012-01-29 11:19:20+00:00,en,0,Twitter Web Client,http://t.co/MrATOADw Twitter Blackout: Censorship Protest Urges Users to &#39;Go Dark&#39; Saturday for #TwitterBlackout
8106,WivFunnyFarm,2012-01-29 11:18:48+00:00,en,0,Twitter Web Client,Looks like #TwitterBlackout wasn't as well supported as I'd anticipated. I feel like I've been on a diet for nothing.
8107,RaybanCat,2012-01-29 11:16:05+00:00,en,0,Twitter for Android,"Now #twitterblackout is over""@sickipediabot: You can tell a lot about a person by their car. For example, if it's in a ditch, it's a woman."""
8108,Jaloopa23,2012-01-29 11:15:36+00:00,en,0,Plume for Android,When was this #twitterblackout thing? Was it during a period when I wasn't tweeting anyway?
8109,JustTwtn,2012-01-29 11:14:35+00:00,en,0,UberSocial for BlackBerry,Twitter plans tighter censorship laws that favors anti democratic countries http://t.co/asacZN9r #TwitterBlackout
8110,cctheatreco,2012-01-29 11:12:42+00:00,en,0,Twitter for iPhone,Did anyone join in #twitterblackout yesterday? Wonder if it made a dent...
8111,alexandermaine7,2012-01-29 11:11:18+00:00,en,0,Twitter for iPhone,The #TwitterBlackout didn't do well did it.
8112,ifp58,2012-01-29 11:10:53+00:00,en,0,Twitter for Android,I haven't tweeted for more than 24 hours in support of the #Twitterblackout . Check online the reasons why this took place.
8113,AMS_SUNNY,2012-01-29 11:09:44+00:00,en,0,Twitter Web Client,#twitterBlackout i love freedom
8114,stewartjandrew,2012-01-29 11:08:50+00:00,en,0,Twitter Web Client,Survived the #twitterblackout day.
8115,CreativPaper,2012-01-29 11:07:12+00:00,en,0,Twitter for iPhone,I'm back!!! Did anyone else take part in the #twitterblackout
8116,DIL23,2012-01-29 11:04:22+00:00,en,0,Silver Bird,uh...normal service has been resumed ....sort of... 8-] #TwitterBlackout
8117,Isa_Almoawda,2012-01-29 11:03:06+00:00,en,0,Twitter for Android,"""@alexanderbroers: #Twitter's new censorship policy doesn't seem all that bad afterall http://t.co/5q1tvJNa #TwitterBlackout #socialmedia"""
8118,tkabbour,2012-01-29 11:02:16+00:00,en,0,Twitter for iPad,"Dear @twitter, blocking tweets even locally is ultra dumb! #TwitterBlackout #TwitterCensorship"
8119,cargun,2012-01-29 11:00:24+00:00,en,0,IFTTT,"We will not tweet on Monday January 29th. #TwitterCensored #TwitterBlackout #censorship @Twitter January 29, 2012... http://t.co/h66joePO"
8120,krishna_kumar_v,2012-01-29 10:58:50+00:00,en,0,Twitter for Websites,Social-network update: Facebook up; Twitter slow? http://t.co/viETGr9l via @CNET #twitterblackout
8121,Komy42,2012-01-29 10:58:47+00:00,en,0,Mobile Web,"Twitter Blackout Protest Means
Fewer Tweets About Brunch http://t.co/kK1XBy43 #twitterblackout #twitter @twitter"
8122,layercake_,2012-01-29 10:57:50+00:00,en,0,Twitter for BlackBerry®,"The twitter blackout for a day went well, didn't tweet for a whole day go me #twitterblackout"
8123,Evan_989,2012-01-29 10:57:35+00:00,en,0,m.tweete.net,RT @anonops: SPREAD THE WORD #TwitterBlackout I will not tweet for the whole of January 28th due to the new twitter http://t.co/POFlsOUA
8124,LilianaCapari,2012-01-29 10:57:06+00:00,en,0,Twitter for Android,"It's not far away, when human learned that freedom is essential. Now they'll take the last parts of it. Haleluuujah #TwitterBlackout"
8125,SwedeGee,2012-01-29 10:56:57+00:00,en,0,TweetDeck,I was on a #twitterBlackOut.
8126,SophieBrownie,2012-01-29 10:54:17+00:00,en,0,Twitter for iPhone,OMG! Just realised I actually managed not to tweet for 24 hours! #twitterblackout #ideserveamedal
8127,smiley_penguinn,2012-01-29 10:53:18+00:00,en,0,Twitter Web Client,"Hey-hey, I managed not to tweet for 34-36 hours! #TwitterBlackout"
8128,JackCouvela,2012-01-29 10:52:58+00:00,en,0,Twitter for iPad,"This made me doubt concerns over Twitter censorship:
http://t.co/QpQ2s6Z3
And then this even more so:
http://t.co/dkoind8w
#twitterblackout"
8129,Cesca_Beswick,2012-01-29 10:52:28+00:00,en,0,Twitter for Android,Managed to not tweet for a whole day! #twitterblackout
8130,EdaCherrie7807,2012-01-29 10:52:03+00:00,en,0,Twitter Web Client,#TwitterBlackout the idea of Manic Monday (2/6/12) is wearing a light blue shirt & gray pants or shorts 2 protest Twitter censorship
8131,kerryalynch,2012-01-29 10:50:07+00:00,en,0,Twitter Web Client,so did i miss much? #twitterblackout
8132,instvntclassic,2012-01-29 10:46:37+00:00,en,0,Twitter for iPhone,"I can tweet again now, #twitterblackout"
8133,Gharabally,2012-01-29 10:45:09+00:00,en,0,Hootsuite,"What Google does when censoring content, that Twitter will soon follow: #Transparency http://t.co/Qdkf6E4M #TwitterCensor #Twitterblackout"
8134,Blacksagwa,2012-01-29 10:42:59+00:00,en,0,Twitter for iPad,@InuaEllams @nicdafis i'll participate in TwitterBlackoutDay Don't twitter tomorrow! would you participate in  #TwitterBlackout day??
8135,LilianaCapari,2012-01-29 10:42:25+00:00,en,0,Twitter for Android,the free bird is killed! #TwitterBlackout
8136,l_andrew_l,2012-01-29 10:41:09+00:00,en,0,Twitter for iPhone,"The more I read about it, #twitterblackout appears to be a total farce..."
8137,Melaina25,2012-01-29 10:39:39+00:00,en,0,Twitter Web Client,@StayAtHomeBabe was it fun? Mine was a combo of the #twitterblackout and it was just a good reason to lay off it for a day :)
8138,Raingooden,2012-01-29 10:38:55+00:00,en,0,Twitter for BlackBerry®,Am doing my #twitterblackout today starting from now bye x
8139,truthseekers_uk,2012-01-29 10:38:44+00:00,en,0,Twitter for Android,#twitterblackout tsuk no tweets on 28th as protest to internet sites changes to privacy laws and new censorship of tweeters micro blogs.
8140,Go1dfinch,2012-01-29 10:33:46+00:00,en,0,Twitter Web Client,Well that #twitterblackout went well yesterday
8141,TheoEsc,2012-01-29 10:33:36+00:00,en,0,Mobile Web,"I didn't even realise there was supposed to be a #twitterblackout till Girl B told me, after I'd already tweeted."
8142,LexUpNext,2012-01-29 10:33:24+00:00,en,0,Twitter for iPhone,Finally off the #TwitterBlackOut.
8143,JorgeAVela,2012-01-29 10:33:19+00:00,en,0,Twitter for Websites,Ludhianvis join Twitter blackout - The Times of India http://t.co/V8lxU8Wx #Ludhiana #India #TwitterBlackout #TwitterCensored #January282012
8144,NatalieDHopkins,2012-01-29 10:32:11+00:00,en,0,Twitter for iPhone,I went on #twitterblackout yesterday and I actually found it really hard
8145,joeutama,2012-01-29 10:31:27+00:00,en,0,Echofon,"Well, it surely does change basic rule in Twitterland. Freedom to tweet! #TwitterBlackout http://t.co/MswVLAmQ"
8146,smprsn,2012-01-29 10:30:37+00:00,en,0,Twitter for iPhone,#TwitterBlackout looking more like a balanced idea following clarification... http://t.co/lg4Q6xog via @Glinner
8147,idgi,2012-01-29 10:29:36+00:00,en,0,Twitter Web Client,"We should worry more about SOPA, PIPA, ACTA, DMCA, Facebook and Google(?) than Twitter: http://t.co/Z3wCacT0 (via @Glinner) #TwitterBlackout"
8148,25nonstop,2012-01-29 10:29:10+00:00,en,0,Twitter Web Client,What next after #TwitterBlackout? New anti net freedom trend is worrisome and in need of attention. #TwitterCensored
8149,MagButter,2012-01-29 10:28:52+00:00,en,0,Twitter Web Client,..and we are back! #TwitterBlackout ...so no #censorship wala eh? :D
8150,HomaPourasgari,2012-01-29 10:27:11+00:00,en,0,Twitter Web Client,Reason why I participated in #TwitterBlackout #TwitterCensor http://t.co/BDR6Sxhf
8151,muradbatal,2012-01-29 10:26:08+00:00,en,0,Twitter Web Client,missed #twitter after a day of #TwitterBlackout‏
8152,semi_twt,2012-01-29 10:22:52+00:00,en,0,Twitter Web Client,#TwitterBlackout @twitter Cumbersome but ready to move out. Please behave.
8153,ProfelisAurata,2012-01-29 10:22:44+00:00,en,0,Twitter for Android,#TwitterBlackout is over and many of my friends also didn't tweet but one or two. Didn't have any problem not tweeting. How about you?
8154,Melaina25,2012-01-29 10:22:18+00:00,en,0,Twitter Web Client,So I didn't tweet yesterday and I'm *pretty* sure no one noticed so I'm going say twitter didn't notice either #twitterblackout
8155,pajusoprano,2012-01-29 10:22:12+00:00,en,0,Twitter for Android,Unfollow @twitter #TwitterBlackout
8156,jamesmcgraw,2012-01-29 10:21:48+00:00,en,0,TweetDeck,"Incidentally, I took part in the #TwitterBlackout yesterday, but found this article critiquing it: http://t.co/X99EadMx An interesting read."
8157,karinapratiwi_,2012-01-29 10:17:21+00:00,en,0,Kanvaso,"what an as..""beep"" , just go finish ur own f..""beep"" business ... such a m..""beep"" #TwitterBlackOut"
8158,Fadi_Mattar,2012-01-29 10:16:54+00:00,en,0,Twitter Web Client,"so yesterday was a bad day, with the #TwitterBlackout & #United loosing to #Liverpool"
8159,theopenenso,2012-01-29 10:13:42+00:00,en,0,Twitter Web Client,SMART TWEETING! RT @angelaimaan How to Get Around Twitter Restrictions http://t.co/BYKU9bDU #Censorship #TwitterBlackout
8160,AmbarinaHasan,2012-01-29 10:12:59+00:00,en,0,TweetList Pro,"Woah! #TwitterBlackout yesterday, #SugarBlackout as of today! I'm hardcore!!  @PRmywardrobe"
8161,TTube_UK,2012-01-29 10:10:39+00:00,en,0,TrendingTube.com,10:10:39 Videos tagged with #twitterblackout in United Kingdom http://t.co/MTYhliOz
8162,this_boy__,2012-01-29 10:08:19+00:00,en,0,Twitter Web Client,I've observed the #twitterblackout
8163,robinjohnlewis,2012-01-29 10:07:02+00:00,en,0,Twitter for iPhone,"So I'm guessing the #twitterblackout is over, did it work?"
8164,Fadi_Mattar,2012-01-29 10:06:56+00:00,en,0,Twitter Web Client,and we're back ladies and gentlemen :)) hope @twitter got our message loud a clear #TwitterBlackout
8165,ClaireBoyles,2012-01-29 10:02:35+00:00,en,0,Twitter Web Client,@MsElEdwards I cancelled my #TwitterBirthday party after talking w @SharonHayes realised significance of #TwitterBlackout & stopped tweeting
8166,jvantill,2012-01-29 10:02:04+00:00,en,1,TwitBird iPad,About #twitterblackout :Twitter is Unstoppable http://t.co/iR7OhPoc @The99Percenters @ows @occupy
8167,EHamdallah,2012-01-29 10:01:31+00:00,en,0,TweetDeck,Annnnnnnddd we're back! How was the #TwitterBlackout with everyone? :)
8168,rosiehharvey,2012-01-29 10:01:04+00:00,en,0,Twitter for iPhone,turns out the #twitterblackout was easier than I thought. I was super busy all day and didn't even have time to look at my phone!
